COD ALUMNO,AÑO,SEMESTRE,SIGLA,NOTA FINAL,PPA,CRÈDITOS_PREVIOS,MAX_PROMEDIO,MIN_PROMEDIO,MAX_SIGLA,MIN_SIGLA,MAJOR CÓDIGO SELECCIONADO,MAJOR SELECCIONADO,CRÉDITOS SEMESTRE
343497,2018,2,"['ICM2223', 'ICS1113', 'ICM2213', 'MUC701', 'ICM2503']","[4.9, 4.9, 4.8, 6.3, 5.3]",5.179591836734693,245.0,6.9,3.9,TTF104,IEE2123,M714,MAJOR EN INGENIERÍA MECÁNICA,50.0
343497,2019,1,"['ICH2114', 'ICS2523', 'ICM2022', 'ICH2304', 'DPT6700']","[5.2, 5.0, 5.7, 5.6, 6.5]",5.189830508474576,295.0,6.9,3.9,TTF104,IEE2123,M714,MAJOR EN INGENIERÍA MECÁNICA,45.0
343497,2019,2,"['ICS2123', 'ICM2026', 'DPT6760', 'ICM2803', 'BIO143M', 'ICS2613']","[5.4, 4.6, 6.6, 5.4, 5.6, 6.1]",5.230882352941176,340.0,6.9,3.9,TTF104,IEE2123,M714,MAJOR EN INGENIERÍA MECÁNICA,55.0
343497,2020,1,"['DPT9330', 'ICH2204', 'ICS3313', 'ICH2124', 'ICH2214']","[7.0, 6.5, 6.3, 6.0, 6.2]",5.272151898734177,395.0,6.9,3.9,TTF104,IEE2123,M714,MAJOR EN INGENIERÍA MECÁNICA,50.0
343499,2016,2,"['TTF060', 'MAT1620', 'IIC1103', 'FIS1513', 'ICS1513']","[6.1, 5.5, 6.3, 5.6, 6.3]",6.02,50.0,6.8,5.3,QIM100A,MAT1203,M183,MAJOR EN INGENIERÍA DE SISTEMAS DE TRANSPORTE - A4: PROFUNDIZACIÓN EN INGENIERÍA DE TRANSPORTE,50.0
343499,2017,1,"['FIS1523', 'MAT1630', 'AQH0000', 'MAT1640', 'FIL188']","[5.6, 4.4, 6.2, 5.7, 6.0]",5.99,100.0,6.8,5.3,QIM100A,MAT1203,M183,MAJOR EN INGENIERÍA DE SISTEMAS DE TRANSPORTE - A4: PROFUNDIZACIÓN EN INGENIERÍA DE TRANSPORTE,50.0
343499,2017,2,"['ICC2304', 'ICS1113', 'IEU2042', 'DPT6500', 'FIS1533', 'EYP1113']","[5.0, 4.6, 6.6, 6.9, 5.4, 4.7]",5.8533333333333335,150.0,6.8,4.4,QIM100A,MAT1630,M183,MAJOR EN INGENIERÍA DE SISTEMAS DE TRANSPORTE - A4: PROFUNDIZACIÓN EN INGENIERÍA DE TRANSPORTE,55.0
343499,2018,1,"['ICS2523', 'ICS2123', 'IEU2033', 'BIO110C', 'IEU2002', 'DPT6550']","[5.6, 4.2, 6.2, 5.5, 6.5, 6.9]",5.734146341463416,205.0,6.9,4.4,DPT6500,MAT1630,M183,MAJOR EN INGENIERÍA DE SISTEMAS DE TRANSPORTE - A4: PROFUNDIZACIÓN EN INGENIERÍA DE TRANSPORTE,55.0
343499,2019,1,"['ICT2904', 'ING2030', 'ICT2985', 'ICT2303', 'ICS2562', 'ICS2121']","[5.5, 6.6, 7.0, 4.6, 5.9, 5.3]",5.730769230769232,260.0,6.9,4.2,DPT6500,ICS2123,M183,MAJOR EN INGENIERÍA DE SISTEMAS DE TRANSPORTE - A4: PROFUNDIZACIÓN EN INGENIERÍA DE TRANSPORTE,60.0
343499,2019,2,"['DPT6550', 'ICT2213', 'ICT2986', 'ICH2304', 'ICT2233', 'ICT2223']","[6.7, 5.3, 7.0, 5.9, 4.0, 5.5]",5.746875,320.0,7.0,4.2,ICT2985,ICS2123,M183,MAJOR EN INGENIERÍA DE SISTEMAS DE TRANSPORTE - A4: PROFUNDIZACIÓN EN INGENIERÍA DE TRANSPORTE,55.0
343499,2020,1,"['IIC2115', 'ICS2613', 'IEU2016', 'ING1024', 'ICS3313']","[5.8, 5.7, 6.8, 5.9, 6.5]",5.732,375.0,7.0,4.0,ICT2985,ICT2233,M183,MAJOR EN INGENIERÍA DE SISTEMAS DE TRANSPORTE - A4: PROFUNDIZACIÓN EN INGENIERÍA DE TRANSPORTE,50.0
343501,2016,2,"['MAT1610', 'LET0003', 'IIC1103', 'MAT1203', 'ICS1513']","[4.6, 1.8, 1.6, 4.3, 4.6]",4.16,50.0,5.4,2.6,FIL188,MAT1203,N/D,N/D,50.0
343501,2017,1,"['IIC1103', 'MAT1620', 'IMM1003', 'FIS1513']","[1.4, 1.7, 5.0, 1.0]",3.77,100.0,5.4,1.6,FIL188,IIC1103,N/D,N/D,40.0
343502,2016,2,"['IIC1103', 'QIM100A', 'MAT1620', 'LET0003', 'RII4001', 'FIS1513']","[5.0, 5.3, 4.4, 5.2, 6.0, 5.1]",4.56,50.0,5.5,3.1,FIL188,QIM100A,M175,MAJOR EN INGENIERÍA EN INVESTIGACIÓN OPERATIVA,55.0
343502,2017,1,"['FIS1523', 'MAT1640', 'TTF076', 'ICS1513', 'MAT1630']","[4.8, 4.3, 6.0, 4.3, 3.7]",4.838095238095238,105.0,6.0,3.1,RII4001,QIM100A,M175,MAJOR EN INGENIERÍA EN INVESTIGACIÓN OPERATIVA,50.0
343502,2017,2,"['ING1024', 'MAT1630', 'ICH2304', 'MUC701', 'BIO141C', 'DPT6500']","[4.8, 4.7, 4.2, 6.6, 4.8, 6.1]",4.767741935483871,155.0,6.0,3.1,RII4001,QIM100A,M175,MAJOR EN INGENIERÍA EN INVESTIGACIÓN OPERATIVA,55.0
343502,2018,1,"['EYP1113', 'FIS1533', 'DPT6400', 'ICS1113', 'AST1016']","[4.7, 4.6, 6.0, 4.4, 5.5]",4.859523809523808,210.0,6.6,3.1,MUC701,QIM100A,M175,MAJOR EN INGENIERÍA EN INVESTIGACIÓN OPERATIVA,45.0
343502,2018,2,"['ICM2028', 'ING2030', 'ICS2123', 'ICS2523']","[2.9, 5.5, 5.0, 5.0]",4.872549019607843,255.0,6.6,3.1,MUC701,QIM100A,M175,MAJOR EN INGENIERÍA EN INVESTIGACIÓN OPERATIVA,40.0
343502,2019,1,"['EAA203L', 'ICS2562', 'IIC2233', 'COM029', 'ICS2121']","[6.0, 5.1, 5.2, 6.1, 4.8]",4.835593220338984,295.0,6.6,2.9,MUC701,ICM2028,M175,MAJOR EN INGENIERÍA EN INVESTIGACIÓN OPERATIVA,50.0
343502,2019,2,"['ICH1104', 'IIC2343', 'ICS2813', 'IIC2143', 'ICS2613']","[4.9, 4.7, 4.9, 5.1, 4.8]",4.923188405797102,345.0,6.6,2.9,MUC701,ICM2028,M175,MAJOR EN INGENIERÍA EN INVESTIGACIÓN OPERATIVA,50.0
343502,2020,1,"['ICS3313', 'IIC2764', 'IIC2413', 'IIC2713']","[5.8, 5.9, 6.3, 6.2]",4.917721518987341,395.0,6.6,2.9,MUC701,ICM2028,M175,MAJOR EN INGENIERÍA EN INVESTIGACIÓN OPERATIVA,40.0
343503,2016,2,"['DPT5000', 'IIC1103', 'MAT1203', 'LET0003', 'MAT1620', 'FIS1513']","[6.4, 5.5, 4.9, 5.5, 4.1, 4.3]",4.84,50.0,5.8,3.9,FIL188,MAT1203,M132,"MAJOR EN INGENIERÍA, DISEÑO E INNOVACIÓN - TRACK EN INGENIERÍA",55.0
343503,2017,1,"['TTF061', 'MAT1630', 'ICM2313', 'ICS1513', 'MAT1640']","[6.5, 4.0, 6.1, 5.6, 4.5]",4.923809523809523,105.0,6.4,3.9,DPT5000,MAT1203,M132,"MAJOR EN INGENIERÍA, DISEÑO E INNOVACIÓN - TRACK EN INGENIERÍA",50.0
343503,2017,2,"['IHI0201', 'EYP1113', 'FIS1523', 'AST0112', 'IEE2123']","[5.3, 3.5, 4.9, 5.0, 3.3]",5.058064516129033,155.0,6.5,3.9,TTF061,MAT1203,M132,"MAJOR EN INGENIERÍA, DISEÑO E INNOVACIÓN - TRACK EN INGENIERÍA",50.0
343503,2018,1,"['EYP1113', 'DPT6100', 'IDI2995', 'FIS1533', 'ING1024', 'IDI1015']","[4.0, 6.4, 5.3, 4.8, 4.7, 5.0]",4.897560975609756,205.0,6.5,3.3,TTF061,IEE2123,M132,"MAJOR EN INGENIERÍA, DISEÑO E INNOVACIÓN - TRACK EN INGENIERÍA",55.0
343503,2018,2,"['ING2030', 'IDI2015', 'DNO0113', 'DPT5502']","[5.8, 5.4, 4.7, 6.6]",4.9,260.0,6.5,3.3,TTF061,IEE2123,M132,"MAJOR EN INGENIERÍA, DISEÑO E INNOVACIÓN - TRACK EN INGENIERÍA",35.0
343503,2019,1,"['DNO016', 'IIC2713', 'IIC2233', 'ICM2028', 'BIO141C']","[4.4, 5.2, 5.4, 4.2, 5.3]",4.969491525423728,295.0,6.6,3.3,DPT5502,IEE2123,M132,"MAJOR EN INGENIERÍA, DISEÑO E INNOVACIÓN - TRACK EN INGENIERÍA",50.0
343503,2019,2,"['IIC2143', 'IIC2613', 'IIC2026', 'IIC2413', 'ESO006']","[5.6, 4.6, 5.4, 5.5, 6.4]",4.959420289855072,345.0,6.6,3.3,DPT5502,IEE2123,M132,"MAJOR EN INGENIERÍA, DISEÑO E INNOVACIÓN - TRACK EN INGENIERÍA",50.0
343504,2016,2,"['FIL188', 'RII3001', 'FIS1513', 'ICS1513', 'IIC1103', 'MAT1620']","[5.6, 6.1, 4.5, 5.6, 4.5, 3.8]",5.12,50.0,6.0,4.0,QIM100A,MAT1203,M144,MAJOR EN INGENIERÍA DE CONSTRUCCIÓN,55.0
343504,2016,3,['MAT1620'],[5.1],5.014285714285714,105.0,6.1,3.8,RII3001,MAT1620,M144,MAJOR EN INGENIERÍA DE CONSTRUCCIÓN,10.0
343504,2017,1,"['MAT1630', 'DPT5460', 'ICC2304', 'FIS1523', 'MAT1640']","[4.6, 6.8, 4.3, 5.2, 4.8]",5.021739130434782,115.0,6.1,3.8,RII3001,MAT1620,M144,MAJOR EN INGENIERÍA DE CONSTRUCCIÓN,45.0
343504,2017,2,"['ING1024', 'EYP1113', 'FIS1533', 'BIO141C', 'GEO103']","[4.8, 4.1, 3.6, 5.5, 5.6]",5.003125,160.0,6.8,3.8,DPT5460,MAT1620,M144,MAJOR EN INGENIERÍA DE CONSTRUCCIÓN,50.0
343504,2018,1,"['ICC2204', 'IEU2033', 'ICC2104', 'ICE2005', 'FIS1533']","[5.6, 6.2, 5.5, 4.8, 5.6]",4.935714285714286,210.0,6.8,3.6,DPT5460,FIS1533,M144,MAJOR EN INGENIERÍA DE CONSTRUCCIÓN,50.0
343504,2018,2,"['ICC2354', 'ICE2313', 'ICH1104', 'ICC2424', 'DPT5460', 'TTF061']","[5.1, 4.5, 5.1, 5.2, 6.3, 6.1]",5.051923076923077,260.0,6.8,3.6,DPT5460,FIS1533,M144,MAJOR EN INGENIERÍA DE CONSTRUCCIÓN,55.0
343504,2019,1,"['TTF058', 'ICC2514', 'ICE2114', 'ICH1005', 'RII4001', 'ICE2604']","[6.6, 5.0, 5.2, 5.1, 4.9, 5.1]",5.095238095238095,315.0,6.8,3.6,DPT5460,FIS1533,M144,MAJOR EN INGENIERÍA DE CONSTRUCCIÓN,55.0
343504,2019,2,"['ICC2904', 'ICE2413', 'ICS1113', 'ICC2454', 'ICC2414']","[6.0, 4.5, 4.7, 5.6, 5.0]",5.133783783783784,370.0,6.8,3.6,DPT5460,FIS1533,M144,MAJOR EN INGENIERÍA DE CONSTRUCCIÓN,50.0
343504,2020,1,"['ICE2533', 'ICH2114', 'ICC2913', 'RII6001', 'ICH2304', 'ING2030']","[5.8, 5.5, 6.1, 5.3, 6.5, 7.0]",5.136904761904762,420.0,6.8,3.6,DPT5460,FIS1533,M144,MAJOR EN INGENIERÍA DE CONSTRUCCIÓN,55.0
343505,2016,2,"['FIL188', 'MAT1610', 'QIM100A', 'IIC1103', 'MAT1203']","[4.7, 4.9, 5.8, 2.1, 4.7]",4.1,50.0,5.3,2.6,LET0003,MAT1610,M176,MAJOR EN INGENIERÍA DE SISTEMAS DE TRANSPORTE - A1: EXTERNALIDADES E IMPACTO AMBIENTAL,50.0
343505,2017,1,"['DPT5460', 'MAT1620', 'IIC1103', 'ICS1513', 'DPT5803', 'ICE1513']","[5.8, 4.1, 3.8, 4.7, 6.4, 4.3]",4.27,100.0,5.8,2.1,QIM100A,IIC1103,M176,MAJOR EN INGENIERÍA DE SISTEMAS DE TRANSPORTE - A1: EXTERNALIDADES E IMPACTO AMBIENTAL,50.0
343505,2017,2,"['MAT1630', 'FIS1523', 'ICH2304', 'TTF076', 'MAT1640']","[2.8, 3.2, 4.6, 5.9, 4.5]",4.38,150.0,6.4,2.1,DPT5803,IIC1103,M176,MAJOR EN INGENIERÍA DE SISTEMAS DE TRANSPORTE - A1: EXTERNALIDADES E IMPACTO AMBIENTAL,50.0
343505,2017,3,['MAT1630'],[5.4],4.335,200.0,6.4,2.1,DPT5803,IIC1103,M176,MAJOR EN INGENIERÍA DE SISTEMAS DE TRANSPORTE - A1: EXTERNALIDADES E IMPACTO AMBIENTAL,10.0
343505,2018,1,"['BIO110C', 'EYP1113', 'GEO111', 'FIS1533']","[4.4, 4.1, 4.9, 3.4]",4.385714285714286,210.0,6.4,2.1,DPT5803,IIC1103,M176,MAJOR EN INGENIERÍA DE SISTEMAS DE TRANSPORTE - A1: EXTERNALIDADES E IMPACTO AMBIENTAL,40.0
343505,2018,2,"['FIS1533', 'IIC1103', 'FIS1523', 'ICT2904', 'RII5001']","[4.4, 4.6, 4.7, 4.3, 5.2]",4.356,250.0,6.4,2.1,DPT5803,IIC1103,M176,MAJOR EN INGENIERÍA DE SISTEMAS DE TRANSPORTE - A1: EXTERNALIDADES E IMPACTO AMBIENTAL,45.0
343505,2019,1,"['ICE2623', 'ICS1113', 'FIL9920', 'GEO103']","[4.5, 3.8, 5.0, 5.1]",4.389830508474576,295.0,6.4,2.1,DPT5803,IIC1103,M176,MAJOR EN INGENIERÍA DE SISTEMAS DE TRANSPORTE - A1: EXTERNALIDADES E IMPACTO AMBIENTAL,40.0
343505,2019,2,"['ICS1113', 'ICT2303', 'RII6001', 'GOB2010']","[4.3, 2.1, 5.4, 6.2]",4.414925373134328,335.0,6.4,2.1,DPT5803,IIC1103,M176,MAJOR EN INGENIERÍA DE SISTEMAS DE TRANSPORTE - A1: EXTERNALIDADES E IMPACTO AMBIENTAL,35.0
343505,2020,1,"['ICT2223', 'ICS2123', 'IMM2013', 'ICT2303', 'ICS2523']","[4.3, 5.2, 5.5, 5.0, 5.5]",4.410810810810812,370.0,6.4,2.1,DPT5803,IIC1103,M176,MAJOR EN INGENIERÍA DE SISTEMAS DE TRANSPORTE - A1: EXTERNALIDADES E IMPACTO AMBIENTAL,50.0
343506,2016,2,"['IIC1103', 'MAT1620', 'DPT6300', 'LET0003', 'FIS1513', 'ICS1513']","[5.2, 4.3, 6.6, 6.5, 4.9, 5.2]",5.26,50.0,5.9,4.7,FIL188,MAT1203,M175,MAJOR EN INGENIERÍA EN INVESTIGACIÓN OPERATIVA,55.0
343506,2017,1,"['MAT1630', 'EDU0317', 'MAT1640', 'TTF098', 'IBM1005']","[4.8, 5.3, 5.5, 6.4, 5.6]",5.3047619047619055,105.0,6.6,4.3,DPT6300,MAT1620,M175,MAJOR EN INGENIERÍA EN INVESTIGACIÓN OPERATIVA,50.0
343506,2017,2,"['BIO141C', 'QIM200', 'FIS1523', 'EYP1113', 'ING1024']","[6.1, 4.2, 5.4, 4.3, 5.2]",5.3741935483870975,155.0,6.6,4.3,DPT6300,MAT1620,M175,MAJOR EN INGENIERÍA EN INVESTIGACIÓN OPERATIVA,50.0
343506,2018,1,"['IBM2121', 'FIS1533', 'IBM2014', 'DPT6703', 'ING2030']","[6.0, 5.1, 6.8, 6.9, 5.1]",5.2926829268292686,205.0,6.6,4.2,DPT6300,QIM200,M175,MAJOR EN INGENIERÍA EN INVESTIGACIÓN OPERATIVA,40.0
343506,2018,2,"['IEE2713', 'IEE2123', 'ICS1113', 'IEE2103']","[3.6, 3.5, 4.7, 4.2]",5.369387755102041,245.0,6.9,4.2,DPT6703,QIM200,M175,MAJOR EN INGENIERÍA EN INVESTIGACIÓN OPERATIVA,40.0
343506,2019,1,"['ICS2123', 'ICS2562', 'ICS2813', 'IIC2713', 'ICS2523', 'DPT6704']","[4.2, 5.7, 5.3, 5.5, 5.0, 7.0]",5.17719298245614,285.0,6.9,3.5,DPT6703,IEE2123,M175,MAJOR EN INGENIERÍA EN INVESTIGACIÓN OPERATIVA,55.0
343506,2019,2,"['ICS2613', 'ICS2121', 'ICH2304', 'IMM2103', 'ICH1104']","[5.9, 5.1, 6.3, 5.9, 5.1]",5.198529411764706,340.0,7.0,3.5,DPT6704,IEE2123,M175,MAJOR EN INGENIERÍA EN INVESTIGACIÓN OPERATIVA,50.0
343506,2020,1,"['ICH2204', 'ICH2314', 'GEO111', 'IIC2115', 'ICS3413', 'AST0112']","[5.4, 6.0, 6.6, 5.2, 6.0, 6.3]",5.2576923076923086,390.0,7.0,3.5,DPT6704,IEE2123,M175,MAJOR EN INGENIERÍA EN INVESTIGACIÓN OPERATIVA,60.0
343507,2016,2,"['IIC1103', 'MAT1620', 'FIL188', 'ICS1513', 'FIS1513']","[5.5, 4.6, 6.0, 5.4, 4.8]",4.94,50.0,5.8,4.6,LET0003,MAT1203,M145,MAJOR EN INGENIERÍA Y ARQUITECTURA,50.0
343507,2017,1,"['TTF015', 'MAT1630', 'DPT5502', 'IIQ1003', 'ICM2313', 'MAT1640']","[6.6, 3.6, 7.0, 5.8, 6.5, 5.0]",5.1,100.0,6.0,4.6,FIL188,MAT1203,M145,MAJOR EN INGENIERÍA Y ARQUITECTURA,55.0
343507,2017,2,"['ICM1001', 'DPT5502', 'MAT1630', 'ICS1113', 'BIO141C']","[4.6, 6.6, 4.4, 4.8, 4.8]",5.290322580645161,155.0,7.0,3.6,DPT5502,MAT1630,M145,MAJOR EN INGENIERÍA Y ARQUITECTURA,45.0
343507,2018,1,"['MUC701', 'FIS1533', 'EYP1113', 'ICS2523', 'IIC2713']","[6.4, 4.8, 3.8, 5.7, 6.0]",5.195,200.0,7.0,3.6,DPT5502,MAT1630,M145,MAJOR EN INGENIERÍA Y ARQUITECTURA,50.0
343507,2018,2,"['ICT2303', 'ACO256E', 'ING2030', 'ICT2904', 'EYP1113']","[4.1, 5.9, 5.9, 2.6, 4.6]",5.224,250.0,7.0,3.6,DPT5502,MAT1630,M145,MAJOR EN INGENIERÍA Y ARQUITECTURA,50.0
343507,2019,1,"['ICS2813', 'IIQ2663', 'ICS2613']","[4.9, 5.2, 4.3]",5.123333333333333,300.0,7.0,2.6,DPT5502,ICT2904,M145,MAJOR EN INGENIERÍA Y ARQUITECTURA,30.0
343507,2019,2,"['AQT0000', 'AQH0000']","[4.5, 5.5]",5.093939393939394,330.0,7.0,2.6,DPT5502,ICT2904,M145,MAJOR EN INGENIERÍA Y ARQUITECTURA,30.0
343507,2020,1,"['ING1024', 'ICC2304', 'ICE2006', 'ICC2204', 'GOB2004']","[5.7, 6.5, 4.9, 6.0, 6.7]",5.072222222222221,360.0,7.0,2.6,DPT5502,ICT2904,M145,MAJOR EN INGENIERÍA Y ARQUITECTURA,50.0
343508,2016,2,"['ICS1513', 'MAT1203', 'IIC1103', 'MAT1610', 'BIO141C']","[5.5, 5.0, 5.7, 5.6, 5.6]",4.6,50.0,5.9,3.9,FIL188,MAT1203,M127,"MAJOR EN INGENIERÍA, DISEÑO E INNOVACIÓN - TRACK INGENIERÍA Y DISEÑO",50.0
343508,2017,1,"['LET0003', 'TTF102', 'ICM2313', 'FIS1513', 'MAT1620']","[6.3, 6.0, 6.3, 3.6, 5.1]",5.04,100.0,5.9,3.9,FIL188,MAT1203,M127,"MAJOR EN INGENIERÍA, DISEÑO E INNOVACIÓN - TRACK INGENIERÍA Y DISEÑO",50.0
343508,2017,2,"['MAT1640', 'MAT1630', 'IBM1005', 'IDI1015', 'IIQ1003']","[4.1, 4.4, 5.7, 5.1, 5.3]",5.18,150.0,6.3,3.6,LET0003,FIS1513,M127,"MAJOR EN INGENIERÍA, DISEÑO E INNOVACIÓN - TRACK INGENIERÍA Y DISEÑO",50.0
343508,2018,1,"['EYP1113', 'LET208E', 'DNO0113', 'FIS1533', 'FIS1513']","[4.6, 6.8, 5.0, 3.0, 5.1]",5.115,200.0,6.3,3.6,LET0003,FIS1513,M127,"MAJOR EN INGENIERÍA, DISEÑO E INNOVACIÓN - TRACK INGENIERÍA Y DISEÑO",50.0
343508,2018,2,"['DNO016', 'FIS1533', 'IDI2015', 'ING2030', 'IDI2995']","[6.2, 4.9, 5.7, 5.7, 5.3]",5.072,250.0,6.8,3.0,LET208E,FIS1533,M127,"MAJOR EN INGENIERÍA, DISEÑO E INNOVACIÓN - TRACK INGENIERÍA Y DISEÑO",50.0
343508,2019,1,"['ESE4036', 'ICS1113', 'IIQ2663', 'QIM200', 'DPT6380', 'IIQ2043']","[5.5, 5.0, 5.7, 5.2, 6.2, 5.7]",5.153333333333333,300.0,6.8,3.0,LET208E,FIS1533,M127,"MAJOR EN INGENIERÍA, DISEÑO E INNOVACIÓN - TRACK INGENIERÍA Y DISEÑO",55.0
343508,2019,2,"['DNO036', 'ICS2523', 'IDI2004', 'IIQ2133', 'DNO0412']","[6.0, 5.1, 5.8, 4.9, 5.3]",5.2056338028169025,355.0,6.8,3.0,LET208E,FIS1533,M127,"MAJOR EN INGENIERÍA, DISEÑO E INNOVACIÓN - TRACK INGENIERÍA Y DISEÑO",50.0
343508,2020,1,"['BIO228C', 'ICH1104', 'ING1024', 'CAR2500']","[5.9, 6.5, 6.3, 7.0]",5.232098765432099,405.0,6.8,3.0,LET208E,FIS1533,M127,"MAJOR EN INGENIERÍA, DISEÑO E INNOVACIÓN - TRACK INGENIERÍA Y DISEÑO",35.0
343509,2016,2,"['LET0003', 'MAT1620', 'DPT6560', 'IIC1103', 'FIS1513', 'ICS1513']","[5.6, 4.5, 6.3, 6.3, 5.1, 6.5]",4.82,50.0,5.3,4.4,FIL188,MAT1203,M175,MAJOR EN INGENIERÍA EN INVESTIGACIÓN OPERATIVA,55.0
343509,2017,1,"['DPT5400', 'FIS1523', 'MAT1640', 'IIC2713', 'MAT1630']","[6.8, 5.4, 4.6, 6.2, 4.2]",5.261904761904762,105.0,6.5,4.4,ICS1513,MAT1203,M175,MAJOR EN INGENIERÍA EN INVESTIGACIÓN OPERATIVA,45.0
343509,2017,2,"['BIO110C', 'FIS1533', 'EYP1113', 'ICS1113']","[5.3, 3.7, 4.1, 4.9]",5.27,150.0,6.8,4.2,DPT5400,MAT1630,M175,MAJOR EN INGENIERÍA EN INVESTIGACIÓN OPERATIVA,40.0
343509,2018,1,"['EAA104A', 'FIS1533', 'IIC2733', 'ING2030']","[5.6, 5.7, 5.4, 6.3]",5.1078947368421055,190.0,6.8,3.7,DPT5400,FIS1533,M175,MAJOR EN INGENIERÍA EN INVESTIGACIÓN OPERATIVA,40.0
343509,2018,2,"['ICH1104', 'AST1016', 'ICS2121', 'ICS2870', 'IIC2764']","[5.3, 5.4, 4.8, 5.6, 5.4]",5.219565217391303,230.0,6.8,3.7,DPT5400,FIS1533,M175,MAJOR EN INGENIERÍA EN INVESTIGACIÓN OPERATIVA,50.0
343509,2019,1,"['ICS2523', 'ICS2123', 'DPT5400', 'ICS2813', 'IIC2233']","[5.3, 4.6, 6.7, 5.0, 5.4]",5.233928571428573,280.0,6.8,3.7,DPT5400,FIS1533,M175,MAJOR EN INGENIERÍA EN INVESTIGACIÓN OPERATIVA,45.0
343509,2019,2,"['IIC1253', 'IIC2413', 'ICS2562', 'IIC2143', 'ICS2613']","[4.9, 6.5, 5.6, 5.6, 4.8]",5.236923076923077,325.0,6.8,3.7,DPT5400,FIS1533,M175,MAJOR EN INGENIERÍA EN INVESTIGACIÓN OPERATIVA,50.0
343509,2020,1,"['IIC2513', 'IIC2343', 'IIC3703', 'MUC1000', 'IIC3103']","[6.6, 6.8, 5.3, 5.4, 6.1]",5.269333333333333,375.0,6.8,3.7,DPT5400,FIS1533,M175,MAJOR EN INGENIERÍA EN INVESTIGACIÓN OPERATIVA,50.0
343510,2016,2,"['MAT1610', 'RII3001', 'IIC1103', 'MAT1203', 'ICS1513']","[5.1, 5.6, 5.5, 5.1, 5.3]",4.28,50.0,5.3,2.9,FIL188,MAT1203,M175,MAJOR EN INGENIERÍA EN INVESTIGACIÓN OPERATIVA,45.0
343510,2016,3,['MAT1620'],[4.7],4.757894736842105,95.0,5.6,2.9,RII3001,MAT1203,M175,MAJOR EN INGENIERÍA EN INVESTIGACIÓN OPERATIVA,10.0
343510,2017,1,"['LET0003', 'MAT1630', 'IIQ1001', 'RII4001', 'FIS1513']","[6.8, 3.7, 6.1, 6.1, 3.5]",4.752380952380952,105.0,5.6,2.9,RII3001,MAT1203,M175,MAJOR EN INGENIERÍA EN INVESTIGACIÓN OPERATIVA,45.0
343510,2017,2,"['QIM200', 'FIS1523', 'MAT1630', 'TTF061', 'MAT1640']","[4.0, 3.5, 4.3, 6.1, 4.5]",4.87,150.0,6.8,2.9,LET0003,MAT1203,M175,MAJOR EN INGENIERÍA EN INVESTIGACIÓN OPERATIVA,50.0
343510,2017,3,['EYP1113'],[3.1],4.7725,200.0,6.8,2.9,LET0003,MAT1203,M175,MAJOR EN INGENIERÍA EN INVESTIGACIÓN OPERATIVA,10.0
343510,2018,1,"['EYP1113', 'ICS1113', 'FIS1513', 'EDU0317', 'IIC2713']","[4.4, 5.0, 4.9, 6.5, 6.1]",4.692857142857143,210.0,6.8,2.9,LET0003,MAT1203,M175,MAJOR EN INGENIERÍA EN INVESTIGACIÓN OPERATIVA,50.0
343510,2018,2,"['IIQ1003', 'ICS2121', 'ICS2523', 'BIO143M', 'ICT2904']","[5.2, 4.5, 4.6, 4.9, 4.4]",4.825,260.0,6.8,2.9,LET0003,MAT1203,M175,MAJOR EN INGENIERÍA EN INVESTIGACIÓN OPERATIVA,50.0
343510,2019,1,"['ICT2303', 'ICS2123', 'FIS1533', 'RII5001', 'ICS2813', 'ICS2562']","[4.0, 4.5, 3.7, 5.5, 5.5, 5.7]",4.808064516129033,310.0,6.8,2.9,LET0003,MAT1203,M175,MAJOR EN INGENIERÍA EN INVESTIGACIÓN OPERATIVA,55.0
343510,2019,2,"['ICS2613', 'FIS1533', 'ICT2213', 'RII6001', 'IEU2025', 'ING2030']","[5.2, 4.7, 4.6, 6.3, 6.3, 6.0]",4.8,365.0,6.8,2.9,LET0003,MAT1203,M175,MAJOR EN INGENIERÍA EN INVESTIGACIÓN OPERATIVA,55.0
343510,2020,1,"['ICS2122', 'ICH2304', 'ICT3256', 'TTF044', 'ICT2223']","[6.0, 5.5, 6.2, 5.9, 5.1]",4.8845238095238095,420.0,6.8,2.9,LET0003,MAT1203,M175,MAJOR EN INGENIERÍA EN INVESTIGACIÓN OPERATIVA,45.0
343512,2016,2,"['IIC1103', 'MAT1620', 'FIS1513', 'LET0003', 'ICS1513']","[5.3, 4.8, 5.9, 4.3, 5.5]",5.22,50.0,5.6,4.9,FIL188,ING1004,M100,MAJOR EN INGENIERÍA AMBIENTAL,50.0
343512,2017,1,"['FIS1523', 'MAT1640', 'TTF098', 'MAT1630', 'ICM2313']","[6.1, 6.1, 6.6, 4.8, 6.5]",5.19,100.0,5.9,4.3,FIS1513,LET0003,M100,MAJOR EN INGENIERÍA AMBIENTAL,50.0
343512,2017,2,"['EYP1113', 'TTF099', 'ICS1113', 'FIS1533', 'BIO141C']","[4.6, 5.8, 4.8, 5.2, 4.7]",5.466666666666668,150.0,6.6,4.3,TTF098,LET0003,M100,MAJOR EN INGENIERÍA AMBIENTAL,50.0
