COD ALUMNO,AÑO,SEMESTRE,SIGLA,NOTA FINAL,PPA,CRÈDITOS_PREVIOS,MAX_PROMEDIO,MIN_PROMEDIO,MAX_SIGLA,MIN_SIGLA,MAJOR CÓDIGO SELECCIONADO,MAJOR SELECCIONADO,CRÉDITOS SEMESTRE
330775,2015,2,"['LET0003', 'ICS1513', 'FIS1513', 'DPT6500', 'IIC1103', 'MAT1620']","[5.8, 6.2, 6.3, 6.5, 6.8, 6.6]",6.24,50.0,6.7,5.6,QIM100A,ING1004,M133,MAJOR EN COMPUTACIÓN E INGENIERÍA DE SOFTWARE - TRACK COMPUTACIÓN,55.0
330775,2016,1,"['ICM1001', 'MAT1630', 'TTF027', 'FIS1523', 'MAT1640']","[6.2, 6.3, 6.9, 6.5, 6.4]",6.3,105.0,6.8,5.6,IIC1103,ING1004,M133,MAJOR EN COMPUTACIÓN E INGENIERÍA DE SOFTWARE - TRACK COMPUTACIÓN,50.0
330775,2016,2,"['BIO143M', 'ICH1104', 'EYP1113', 'FIS1533', 'IIC2233']","[6.5, 5.6, 6.0, 6.7, 6.2]",6.351612903225807,155.0,6.9,5.6,TTF027,ING1004,M133,MAJOR EN COMPUTACIÓN E INGENIERÍA DE SOFTWARE - TRACK COMPUTACIÓN,50.0
330775,2017,1,"['IHI2315', 'IIC2343', 'ING2030', 'IIC1253', 'IIC2413', 'IHI0202']","[5.3, 6.2, 5.1, 5.3, 6.6, 6.3]",6.314634146341463,205.0,6.9,5.6,TTF027,ING1004,M133,MAJOR EN COMPUTACIÓN E INGENIERÍA DE SOFTWARE - TRACK COMPUTACIÓN,60.0
330775,2017,2,"['FIS1542', 'DPT6300', 'IIC2333', 'EYP2114', 'IIC2133', 'IIC2513']","[7.0, 5.8, 6.5, 5.4, 6.8, 6.7]",6.19811320754717,265.0,6.9,5.1,TTF027,ING2030,M133,MAJOR EN COMPUTACIÓN E INGENIERÍA DE SOFTWARE - TRACK COMPUTACIÓN,55.0
330775,2018,1,"['COM029', 'IIC2613', 'IIC2143', 'EYP230I']","[6.0, 5.6, 6.6, 6.2]",6.2359375,320.0,7.0,5.1,FIS1542,ING2030,M133,MAJOR EN COMPUTACIÓN E INGENIERÍA DE SOFTWARE - TRACK COMPUTACIÓN,40.0
330775,2018,2,"['IIC2433', 'IIC3633', 'IIC2154', 'IIC3380', 'IIC2026']","[6.3, 6.7, 6.6, 6.5, 6.8]",6.220833333333332,360.0,7.0,5.1,FIS1542,ING2030,M133,MAJOR EN COMPUTACIÓN E INGENIERÍA DE SOFTWARE - TRACK COMPUTACIÓN,50.0
330776,2015,2,"['IIC1103', 'MAT1620', 'QIM100A', 'FIS1513']","[5.1, 4.8, 4.9, 2.7]",4.4,50.0,5.1,2.6,ING1004,QIM100A,N/D,N/D,40.0
330776,2016,2,"['IIC1005', 'MAT1640', 'MAT1630', 'FIS1513']","[1.0, 3.2, 2.4, 4.5]",4.388888888888889,90.0,5.1,2.6,ING1004,QIM100A,N/D,N/D,40.0
330777,2015,2,"['MAT1620', 'IIC1103', 'FIS1513', 'TTF021', 'ICS1513']","[5.8, 6.1, 2.9, 4.6, 6.5]",5.45,60.0,5.8,5.0,MAT1610,MAT1203,M133,MAJOR EN COMPUTACIÓN E INGENIERÍA DE SOFTWARE - TRACK COMPUTACIÓN,50.0
330777,2016,1,"['MAT1640', 'IIC1005', 'FIS1513', 'MAT1630', 'FIS1523']","[5.9, 6.7, 4.7, 4.9, 5.3]",5.327272727272726,110.0,6.5,2.9,ICS1513,FIS1513,M133,MAJOR EN COMPUTACIÓN E INGENIERÍA DE SOFTWARE - TRACK COMPUTACIÓN,50.0
330777,2016,2,"['BIO141C', 'FIL188', 'FIS1533', 'IIC2713', 'IIC2233']","[5.0, 5.9, 5.7, 5.6, 4.1]",5.38125,160.0,6.7,2.9,IIC1005,FIS1513,M133,MAJOR EN COMPUTACIÓN E INGENIERÍA DE SOFTWARE - TRACK COMPUTACIÓN,50.0
330777,2017,1,"['IIC1253', 'IIC2413', 'TTF100', 'IIC2343', 'ING2030']","[3.6, 6.1, 5.5, 2.2, 5.0]",5.352380952380952,210.0,6.7,2.9,IIC1005,FIS1513,M133,MAJOR EN COMPUTACIÓN E INGENIERÍA DE SOFTWARE - TRACK COMPUTACIÓN,50.0
330777,2017,2,"['IIC2143', 'EYP1113', 'IIC1253', 'IIC2513']","[5.2, 3.3, 4.4, 5.6]",5.184615384615385,260.0,6.7,2.2,IIC1005,IIC2343,M133,MAJOR EN COMPUTACIÓN E INGENIERÍA DE SOFTWARE - TRACK COMPUTACIÓN,40.0
330777,2018,1,"['EYP1113', 'IIC2213', 'COM029', 'IIC2133', 'IIC2343']","[3.5, 1.0, 6.1, 4.1, 4.3]",5.11,300.0,6.7,2.2,IIC1005,IIC2343,M133,MAJOR EN COMPUTACIÓN E INGENIERÍA DE SOFTWARE - TRACK COMPUTACIÓN,50.0
330777,2018,2,"['IIC2333', 'EST006', 'IIC2283', 'EYP1113']","[4.6, 6.3, 4.1, 4.3]",4.9228571428571435,350.0,6.7,1.0,IIC1005,IIC2213,M133,MAJOR EN COMPUTACIÓN E INGENIERÍA DE SOFTWARE - TRACK COMPUTACIÓN,40.0
330777,2019,1,"['IIC2213', 'IIC2613', 'IIC3585', 'IIC3724', 'IIC3182']","[2.0, 3.1, 4.7, 1.0, 5.1]",4.912820512820512,390.0,6.7,1.0,IIC1005,IIC2213,M133,MAJOR EN COMPUTACIÓN E INGENIERÍA DE SOFTWARE - TRACK COMPUTACIÓN,50.0
330777,2019,2,"['IIC2173', 'ESO006', 'IIC2523']","[4.4, 6.8, 4.0]",4.715909090909091,440.0,6.7,1.0,IIC1005,IIC2213,M133,MAJOR EN COMPUTACIÓN E INGENIERÍA DE SOFTWARE - TRACK COMPUTACIÓN,30.0
330777,2020,1,"['IIC3724', 'IIC2154', 'IIC2213', 'IIC2613']","[5.3, 4.4, 6.5, 5.2]",4.738297872340426,470.0,6.8,1.0,ESO006,IIC2213,M133,MAJOR EN COMPUTACIÓN E INGENIERÍA DE SOFTWARE - TRACK COMPUTACIÓN,40.0
330778,2015,2,"['FIL188', 'QIM200', 'FIS1513', 'BIO110C', 'MAT1640']","[5.5, 4.7, 2.5, 4.7, 2.2]",5.1466666666666665,75.0,5.8,4.0,MUC701,MAT1630,M124,MAJOR EN INGENIERÍA BIOLÓGICA,50.0
330778,2016,1,"['EYP1113', 'IBM1005', 'FIS1523', 'MAT1640', 'BIO141C']","[3.6, 5.8, 3.2, 4.8, 6.3]",4.656000000000001,125.0,5.8,2.2,MUC701,MAT1640,M124,MAJOR EN INGENIERÍA BIOLÓGICA,50.0
330778,2016,2,"['FIS1533', 'EYP1113', 'FIS1513', 'ICM1003', 'BIO151E']","[4.7, 4.5, 4.8, 4.8, 4.9]",4.68,175.0,6.3,2.2,BIO141C,MAT1640,M124,MAJOR EN INGENIERÍA BIOLÓGICA,50.0
330778,2017,1,"['IIQ2133', 'ICH1104', 'BIO228C', 'ICS1113']","[3.0, 2.7, 4.0, 3.4]",4.693333333333333,225.0,6.3,2.2,BIO141C,MAT1640,M124,MAJOR EN INGENIERÍA BIOLÓGICA,40.0
330778,2017,2,"['IIQ2003', 'BIO252I', 'GOB2003', 'IIQ2133', 'BIO331C']","[4.0, 5.2, 6.0, 4.0, 5.4]",4.479245283018868,265.0,6.3,2.2,BIO141C,MAT1640,M124,MAJOR EN INGENIERÍA BIOLÓGICA,50.0
330778,2018,1,"['ICS2813', 'IIQ2673', 'IIQ2683', 'IIQ2043', 'ICS1113']","[4.5, 4.4, 5.0, 5.0, 4.5]",4.549206349206349,315.0,6.3,2.2,BIO141C,MAT1640,M124,MAJOR EN INGENIERÍA BIOLÓGICA,50.0
330778,2018,2,"['IIQ2693', 'ICS3313', 'IIQ2113', 'ING2030', 'ICS2523']","[5.1, 4.8, 4.8, 5.4, 5.4]",4.567123287671233,365.0,6.3,2.2,BIO141C,MAT1640,M124,MAJOR EN INGENIERÍA BIOLÓGICA,50.0
330778,2019,1,"['IIQ2013', 'ICS2562', 'IIQ2023', 'ICS2613']","[4.6, 5.4, 4.7, 4.0]",4.6313253012048206,415.0,6.3,2.2,BIO141C,MAT1640,M124,MAJOR EN INGENIERÍA BIOLÓGICA,40.0
330778,2019,2,"['ICS2123', 'IIQ2313', 'IIQ2243', 'ING1024']","[4.7, 5.2, 5.7, 5.2]",4.6351648351648365,455.0,6.3,2.2,BIO141C,MAT1640,M124,MAJOR EN INGENIERÍA BIOLÓGICA,40.0
330778,2020,1,"['IIQ3773', 'IIQ3602', 'ICS3213', 'ICH1104']","[5.8, 5.5, 5.1, 5.8]",4.680808080808081,495.0,6.3,2.2,BIO141C,MAT1640,M124,MAJOR EN INGENIERÍA BIOLÓGICA,40.0
330779,2015,2,"['LET0003', 'ICM2313', 'IIC1103', 'IIC1253']","[4.3, 1.0, 4.5, 1.3]",4.666666666666667,30.0,5.4,3.6,FIL188,ICM2213,M102,MAJOR EN COMPUTACIÓN E INGENIERÍA DE SOFTWARE,40.0
330779,2016,1,"['IRB2001', 'TTF075', 'IIC2713', 'ICM2313']","[3.5, 4.9, 5.7, 5.8]",3.585714285714286,70.0,5.4,1.0,FIL188,ICM2313,M102,MAJOR EN COMPUTACIÓN E INGENIERÍA DE SOFTWARE,40.0
330780,2015,2,"['ICP0134', 'MAT1630', 'FIS1523', 'BIO141C', 'QIM100A']","[4.7, 5.0, 3.0, 4.7, 3.5]",4.166666666666667,60.0,5.3,2.8,LET0003,MAT1640,M100,MAJOR EN INGENIERÍA AMBIENTAL,50.0
330780,2016,1,"['QIM100A', 'FIS1523', 'MAT1640', 'FIL188']","[5.5, 4.9, 4.3, 5.7]",4.172727272727273,110.0,5.3,2.8,LET0003,MAT1640,M100,MAJOR EN INGENIERÍA AMBIENTAL,40.0
330780,2016,2,"['ICH2304', 'GEO111', 'EYP1113', 'FIS1533']","[4.4, 5.1, 3.8, 4.9]",4.42,150.0,5.7,2.8,FIL188,MAT1640,M100,MAJOR EN INGENIERÍA AMBIENTAL,40.0
330780,2016,3,['EYP1113'],[4.6],4.447368421052632,190.0,5.7,2.8,FIL188,MAT1640,M100,MAJOR EN INGENIERÍA AMBIENTAL,10.0
330780,2017,1,"['RII2001', 'ICS2023', 'ING2045', 'TSL416', 'ICH2314', 'ICS1113']","[6.1, 4.6, 5.8, 4.9, 5.1, 3.9]",4.455,200.0,5.7,2.8,FIL188,MAT1640,M100,MAJOR EN INGENIERÍA AMBIENTAL,55.0
330780,2017,2,"['ICS1113', 'ICH2611', 'ICH1104', 'ICH2384', 'ING2030', 'RII3001']","[4.7, 4.7, 2.7, 4.6, 4.7, 4.6]",4.566666666666666,255.0,6.1,2.8,RII2001,MAT1640,M100,MAJOR EN INGENIERÍA AMBIENTAL,55.0
330780,2018,1,"['ICS2613', 'ICS2813', 'ICH1104', 'ICS2523', 'IIQ2363']","[3.7, 3.7, 4.6, 4.6, 5.5]",4.520967741935484,310.0,6.1,2.7,RII2001,ICH1104,M100,MAJOR EN INGENIERÍA AMBIENTAL,50.0
330780,2018,2,"['ICH2114', 'IMM2103', 'RII4001', 'ICS3742', 'ICS2613', 'ICS2813', 'ICH2394']","[4.6, 5.2, 6.1, 5.0, 4.3, 4.8, 6.4]",4.5069444444444455,360.0,6.1,2.7,RII2001,ICH1104,M100,MAJOR EN INGENIERÍA AMBIENTAL,65.0
330780,2019,2,"['ICS2123', 'BIO143M', 'IIQ2343', 'IIQ2003', 'ICS3313', 'RII5001']","[5.2, 5.9, 4.6, 5.4, 4.9, 5.7]",4.602352941176472,425.0,6.4,2.7,ICH2394,ICH1104,M100,MAJOR EN INGENIERÍA AMBIENTAL,55.0
330780,2020,1,"['ICH2204', 'ICH3350', 'RII6001', 'ICH2374', 'ING1024']","[5.3, 5.4, 5.1, 5.3, 5.7]",4.676041666666666,480.0,6.4,2.7,ICH2394,ICH1104,M100,MAJOR EN INGENIERÍA AMBIENTAL,45.0
330782,2015,2,"['DPT6300', 'ICS1513', 'FIS1513', 'FIL188', 'IIC1103', 'MAT1620']","[6.6, 5.0, 5.4, 5.2, 6.4, 4.7]",5.08,50.0,6.2,3.8,MAT1610,QIM100A,M172,MAJOR EN INGENIERÍA ROBÓTICA,55.0
330782,2015,3,['QIM100A'],[5.7],5.276190476190476,105.0,6.6,3.8,DPT6300,QIM100A,M172,MAJOR EN INGENIERÍA ROBÓTICA,10.0
330782,2016,1,"['DPT5502', 'IRB2001', 'MAT1630', 'TTF015', 'FIS1523', 'MAT1640']","[6.8, 5.4, 5.0, 5.3, 4.6, 5.3]",5.3130434782608695,115.0,6.6,3.8,DPT6300,QIM100A,M172,MAJOR EN INGENIERÍA ROBÓTICA,55.0
330782,2016,2,"['IIC2233', 'EYP1113', 'DPT6301', 'MUC701', 'ICM2313', 'FIS1533']","[4.7, 4.7, 6.3, 6.0, 6.8, 5.7]",5.3,170.0,6.8,3.8,DPT5502,QIM100A,M172,MAJOR EN INGENIERÍA ROBÓTICA,55.0
330782,2017,1,"['IIC1005', 'IEE2103', 'ING2030', 'IIC2343', 'IEE2123']","[6.1, 4.8, 4.6, 5.0, 4.0]",5.384444444444443,225.0,6.8,3.8,DPT5502,QIM100A,M172,MAJOR EN INGENIERÍA ROBÓTICA,50.0
330782,2017,2,"['BIO110C', 'ICM2503', 'IEE2713', 'ICM2803', 'IEE2183']","[5.2, 4.5, 6.0, 4.0, 6.1]",5.296363636363637,275.0,6.8,3.8,DPT5502,QIM100A,M172,MAJOR EN INGENIERÍA ROBÓTICA,45.0
330782,2018,1,"['IIC2413', 'DPT6400', 'IIC2613', 'IIC1253', 'MUC871', 'IEE2783', 'IIC2143']","[5.4, 6.3, 5.2, 5.3, 5.0, 6.1, 5.4]",5.2625,320.0,6.8,3.8,DPT5502,QIM100A,M172,MAJOR EN INGENIERÍA ROBÓTICA,60.0
330782,2018,2,"['DPT6400', 'IIC2223', 'ICS1113', 'IIC2133', 'IIC2333', 'IRB2002']","[6.7, 4.9, 5.0, 5.8, 2.8, 6.4]",5.286842105263158,380.0,6.8,3.8,DPT5502,QIM100A,M172,MAJOR EN INGENIERÍA ROBÓTICA,55.0
330782,2019,1,"['IIC2333', 'IIC2713', 'IIC3182', 'IIC2213', 'IIC2513', 'DPT6301']","[6.3, 5.0, 6.6, 4.0, 6.3, 6.7]",5.267816091954023,435.0,6.8,2.8,DPT5502,IIC2333,M172,MAJOR EN INGENIERÍA ROBÓTICA,55.0
330782,2020,1,"['IIC3724', 'IIC2685', 'IIC3272', 'IIC3253', 'ICH1104']","[6.3, 5.9, 6.5, 5.1, 6.0]",5.320408163265307,490.0,6.8,2.8,DPT5502,IIC2333,M172,MAJOR EN INGENIERÍA ROBÓTICA,50.0
330783,2015,2,"['LET0003', 'ICS1513', 'MAT1203', 'IIC1103', 'MAT1610']","[5.7, 4.3, 4.4, 3.9, 4.4]",3.44,50.0,4.7,1.5,ING1004,MAT1203,M116,MAJOR EN INGENIERÍA CIVIL - TRACK INGENIERÍA AMBIENTAL,50.0
330783,2016,1,"['FIS1513', 'QIM100A', 'MAT1620', 'IIC1103', 'TTF030']","[3.4, 5.2, 3.2, 5.2, 6.0]",3.99,100.0,5.7,1.5,LET0003,MAT1203,M116,MAJOR EN INGENIERÍA CIVIL - TRACK INGENIERÍA AMBIENTAL,50.0
330783,2016,2,"['DPT5400', 'CAR0002', 'BIO110C', 'MAT1620']","[6.0, 6.0, 5.7, 4.1]",4.193333333333333,150.0,6.0,1.5,TTF030,MAT1203,M116,MAJOR EN INGENIERÍA CIVIL - TRACK INGENIERÍA AMBIENTAL,30.0
330783,2017,2,"['MAT1630', 'FIS1513', 'EDU0011', 'IIQ1003', 'MAT1640']","[3.1, 4.4, 6.5, 5.2, 4.2]",4.372222222222222,180.0,6.0,1.5,TTF030,MAT1203,M116,MAJOR EN INGENIERÍA CIVIL - TRACK INGENIERÍA AMBIENTAL,50.0
330783,2018,1,"['DPT9030', 'ICH2304', 'ING2030', 'ING1024', 'MAT1630']","[6.2, 5.2, 5.0, 5.2, 3.8]",4.439130434782608,230.0,6.5,1.5,EDU0011,MAT1203,M116,MAJOR EN INGENIERÍA CIVIL - TRACK INGENIERÍA AMBIENTAL,50.0
330783,2018,2,"['ICE2313', 'ICH2314', 'ICC2304', 'MAT1630', 'SUS1000']","[4.4, 4.4, 4.5, 4.2, 5.2]",4.553571428571429,280.0,6.5,1.5,EDU0011,MAT1203,M116,MAJOR EN INGENIERÍA CIVIL - TRACK INGENIERÍA AMBIENTAL,50.0
330783,2019,1,"['ICE2005', 'GEO2910', 'ICE2604', 'ICH1104']","[4.4, 4.6, 4.5, 4.5]",4.551515151515153,330.0,6.5,1.5,EDU0011,MAT1203,M116,MAJOR EN INGENIERÍA CIVIL - TRACK INGENIERÍA AMBIENTAL,40.0
330783,2019,2,"['EYP1113', 'ICE2403', 'IIQ2343', 'ICH2384']","[5.2, 4.1, 4.3, 5.1]",4.545945945945946,370.0,6.5,1.5,EDU0011,MAT1203,M116,MAJOR EN INGENIERÍA CIVIL - TRACK INGENIERÍA AMBIENTAL,40.0
330783,2020,1,"['ICT2904', 'ICC2105', 'ICH2204', 'ICS1113']","[5.5, 5.8, 5.3, 5.0]",4.558536585365854,410.0,6.5,1.5,EDU0011,MAT1203,M116,MAJOR EN INGENIERÍA CIVIL - TRACK INGENIERÍA AMBIENTAL,40.0
330786,2015,2,"['IIC1103', 'BIO141C', 'QIM100A', 'MAT1203', 'FIS1513', 'RII4001']","[3.9, 5.6, 5.0, 4.4, 2.1, 6.9]",4.16,50.0,5.7,2.7,FIL188,MAT1203,M736,MAJOR EN GEOCIENCIAS,55.0
330786,2015,3,['MAT1620'],[4.1],4.309523809523808,105.0,6.9,2.1,RII4001,FIS1513,M736,MAJOR EN GEOCIENCIAS,10.0
330786,2016,1,"['LET0003', 'ICS1513', 'MAT1630', 'FIS1513', 'ICE2623']","[6.1, 4.7, 3.8, 3.4, 5.4]",4.291304347826087,115.0,6.9,2.1,RII4001,FIS1513,M736,MAJOR EN GEOCIENCIAS,50.0
330786,2016,2,"['ICE2630', 'MAT1640', 'ICM1003', 'MAT1630', 'FIS1513']","[4.9, 4.4, 3.5, 4.2, 4.5]",4.409090909090909,165.0,6.9,2.1,RII4001,FIS1513,M736,MAJOR EN GEOCIENCIAS,50.0
330786,2017,1,"['IIC1103', 'ICE2633', 'ICE2028', 'FIS1523']","[3.9, 4.9, 4.6, 1.7]",4.383720930232558,215.0,6.9,2.1,RII4001,FIS1513,M736,MAJOR EN GEOCIENCIAS,40.0
330786,2017,2,"['ICE2025', 'FIS1523', 'ICE2022', 'TTF091', 'FIS1533']","[4.5, 1.9, 4.7, 5.1, 1.5]",4.288235294117647,255.0,6.9,1.7,RII4001,FIS1523,M736,MAJOR EN GEOCIENCIAS,50.0
330786,2018,1,"['IIQ2663', 'FIS1523', 'ICE2640', 'FIS1533']","[5.6, 2.6, 4.9, 4.6]",4.165573770491803,305.0,6.9,1.5,RII4001,FIS1533,M736,MAJOR EN GEOCIENCIAS,40.0
330786,2018,2,"['IIC1103', 'GEO3086', 'FIL214T', 'ICE2029']","[6.2, 6.3, 5.1, 6.0]",4.195652173913044,345.0,6.9,1.5,RII4001,FIS1533,M736,MAJOR EN GEOCIENCIAS,40.0
330786,2019,1,"['ICE2643', 'GEO202', 'FIS1523', 'DPT5750']","[2.8, 5.7, 2.8, 6.3]",4.372727272727273,385.0,6.9,1.5,RII4001,FIS1533,M736,MAJOR EN GEOCIENCIAS,35.0
330786,2019,2,"['TBS031', 'ICE2135', 'TBF015', 'ING1024', 'FIS1523']","[1.0, 1.0, 1.0, 1.0, 1.0]",4.352380952380952,420.0,6.9,1.5,RII4001,FIS1533,M736,MAJOR EN GEOCIENCIAS,50.0
330786,2020,1,"['EYP1113', 'GEO302', 'ICE2643', 'FIS1523']","[2.8, 5.1, 5.6, 4.5]",3.995744680851064,470.0,6.9,1.0,RII4001,TBS031,M736,MAJOR EN GEOCIENCIAS,40.0
330787,2015,2,"['IIC1103', 'MAT1620', 'FIL188', 'ICS1513', 'FIS1513']","[2.5, 4.0, 5.6, 5.0, 2.4]",5.1,50.0,5.5,4.2,QIM100A,MAT1203,M137,MAJOR EN COMPUTACIÓN E INGENIERÍA DE SOFTWARE - TRACK INGENIERÍA DE SOFTWARE,50.0
330787,2015,3,['IIC1103'],[5.6],4.5,100.0,5.6,2.4,FIL188,FIS1513,M137,MAJOR EN COMPUTACIÓN E INGENIERÍA DE SOFTWARE - TRACK INGENIERÍA DE SOFTWARE,10.0
330787,2016,1,"['MAT1630', 'TTF075', 'FIS1523', 'MAT1640']","[4.1, 6.0, 1.5, 5.2]",4.6,110.0,5.6,2.4,FIL188,FIS1513,M137,MAJOR EN COMPUTACIÓN E INGENIERÍA DE SOFTWARE - TRACK INGENIERÍA DE SOFTWARE,40.0
330787,2016,2,"['EYP1113', 'IIC2713', 'FIS1523', 'MUC701']","[1.6, 5.6, 5.6, 5.8]",4.493333333333333,150.0,6.0,1.5,TTF075,FIS1523,M137,MAJOR EN COMPUTACIÓN E INGENIERÍA DE SOFTWARE - TRACK INGENIERÍA DE SOFTWARE,40.0
330787,2017,1,"['DPT5100', 'FIS1533', 'EYP1113', 'ICE1513']","[5.8, 4.7, 2.9, 5.5]",4.526315789473684,190.0,6.0,1.5,TTF075,FIS1523,M137,MAJOR EN COMPUTACIÓN E INGENIERÍA DE SOFTWARE - TRACK INGENIERÍA DE SOFTWARE,35.0
330787,2018,2,"['FIL9920', 'IIC2026', 'IIC2233']","[5.3, 3.9, 3.2]",4.533333333333333,225.0,6.0,1.5,TTF075,FIS1523,M137,MAJOR EN COMPUTACIÓN E INGENIERÍA DE SOFTWARE - TRACK INGENIERÍA DE SOFTWARE,30.0
330787,2019,1,"['DPT5202', 'IIC2233', 'BIO141C']","[6.3, 4.6, 5.5]",4.486274509803922,255.0,6.0,1.5,TTF075,FIS1523,M137,MAJOR EN COMPUTACIÓN E INGENIERÍA DE SOFTWARE - TRACK INGENIERÍA DE SOFTWARE,25.0
330787,2019,2,"['ICS1113', 'IIC2413', 'IIC2143', 'IIC2026']","[3.1, 6.1, 3.6, 3.9]",4.558928571428571,280.0,6.3,1.5,DPT5202,FIS1523,M137,MAJOR EN COMPUTACIÓN E INGENIERÍA DE SOFTWARE - TRACK INGENIERÍA DE SOFTWARE,40.0
330787,2019,3,['EYP1113'],[5.0],4.5109375,320.0,6.3,1.5,DPT5202,FIS1523,M137,MAJOR EN COMPUTACIÓN E INGENIERÍA DE SOFTWARE - TRACK INGENIERÍA DE SOFTWARE,10.0
330787,2020,1,"['ICS2123', 'IHI0514', 'IIC1253']","[1.0, 2.1, 4.7]",4.525757575757575,330.0,6.3,1.5,DPT5202,FIS1523,M137,MAJOR EN COMPUTACIÓN E INGENIERÍA DE SOFTWARE - TRACK INGENIERÍA DE SOFTWARE,30.0
330788,2015,3,['MAT1203'],[4.5],3.975,40.0,4.5,3.5,ICS1513,QIM100A,N/D,N/D,10.0
330788,2016,1,"['MAT1620', 'QIM100A', 'FIS1513', 'MUC701']","[1.9, 3.6, 3.3, 5.4]",4.08,50.0,4.5,3.5,ICS1513,QIM100A,N/D,N/D,40.0
330788,2017,1,"['IIC1103', 'MAT1620', 'QIM100A', 'DPT6560', 'FIS1513']","[1.0, 1.4, 4.6, 6.6, 2.5]",3.844444444444445,90.0,5.4,1.9,MUC701,MAT1620,N/D,N/D,45.0
330789,2015,2,"['LET0003', 'ICS1513', 'MAT1203', 'IIC1103', 'MAT1610']","[5.8, 5.7, 4.6, 4.4, 5.2]",4.06,50.0,5.1,2.2,ING1004,MAT1203,M763,MAJOR EN INGENIERÍA Y ARQUITECTURA,50.0
330789,2016,1,"['ICM2313', 'MAT1620', 'AQH0000', 'TTF064', 'FIS1513']","[6.3, 4.1, 5.0, 6.1, 3.4]",4.6,100.0,5.8,2.2,LET0003,MAT1203,M763,MAJOR EN INGENIERÍA Y ARQUITECTURA,50.0
330789,2016,2,"['MAT1630', 'AQT0000', 'FIS1513']","[1.9, 4.6, 3.3]",4.726666666666667,150.0,6.3,2.2,ICM2313,MAT1203,M763,MAJOR EN INGENIERÍA Y ARQUITECTURA,40.0
330789,2017,1,"['DNO0114', 'FIS1513', 'ICC2304', 'DNO0113']","[4.1, 4.6, 2.8, 5.3]",4.489473684210528,190.0,6.3,1.9,ICM2313,MAT1630,M763,MAJOR EN INGENIERÍA Y ARQUITECTURA,40.0
330792,2015,2,"['LET0003', 'ICS1513', 'FIS1513', 'IIC1103', 'MAT1620']","[5.6, 5.8, 4.7, 6.6, 5.4]",5.36,50.0,6.1,4.9,QIM100A,MAT1203,M111,MAJOR EN INGENIERÍA QUÍMICA,50.0
330792,2016,1,"['IIQ1001', 'FIS1523', 'MAT1640', 'MAT1630', 'TTF053']","[5.7, 5.7, 5.8, 5.6, 6.0]",5.49,100.0,6.6,4.7,IIC1103,FIS1513,M111,MAJOR EN INGENIERÍA QUÍMICA,50.0
330792,2016,2,"['RII3001', 'DPT5502', 'QIM200', 'FIS1533', 'BIO141C', 'EYP1113']","[6.6, 6.8, 5.7, 5.2, 5.9, 5.3]",5.58,150.0,6.6,4.7,IIC1103,FIS1513,M111,MAJOR EN INGENIERÍA QUÍMICA,50.0
330792,2017,1,"['IIQ2133', 'ICH1104', 'IIQ2043', 'RII4001', 'ING2030', 'DPT5460']","[6.2, 5.2, 5.9, 6.0, 7.0, 5.9]",5.625,200.0,6.8,4.7,DPT5502,FIS1513,M111,MAJOR EN INGENIERÍA QUÍMICA,50.0
330792,2017,2,"['ICS1113', 'IIQ2003', 'QIM202', 'GEO111', 'DPT5000', 'IIQ2113']","[5.3, 5.0, 6.8, 5.7, 6.8, 6.3]",5.71,250.0,7.0,4.7,ING2030,FIS1513,M111,MAJOR EN INGENIERÍA QUÍMICA,55.0
330792,2018,1,"['QUO1112', 'IIQ2013', 'IIQ2303', 'IEU2029', 'IIQ2023']","[6.4, 5.8, 6.5, 6.6, 5.4]",5.745901639344263,305.0,7.0,4.7,ING2030,FIS1513,M111,MAJOR EN INGENIERÍA QUÍMICA,50.0
330792,2018,2,"['ICS2523', 'IIQ2313', 'IIQ2243', 'QIM106A', 'AST1016']","[6.2, 6.3, 6.0, 6.2, 6.2]",5.8014084507042245,355.0,7.0,4.7,ING2030,FIS1513,M111,MAJOR EN INGENIERÍA QUÍMICA,50.0
330792,2020,1,"['ICS2613', 'ICH2985', 'ENF1118', 'ICS2123', 'ING1024']","[6.4, 7.0, 6.8, 6.2, 5.7]",5.848148148148147,405.0,7.0,4.7,ING2030,FIS1513,M111,MAJOR EN INGENIERÍA QUÍMICA,50.0
330793,2015,2,"['MAT1620', 'FIS1513', 'LET0003', 'ICS1513', 'MAT1203']","[4.8, 2.7, 6.4, 5.1, 5.4]",4.7,50.0,5.2,3.6,MAT1610,MAT1203,M101,MAJOR EN CIENCIAS AMBIENTALES,50.0
330793,2015,3,['MAT1640'],[5.6],4.79,100.0,6.4,2.7,LET0003,FIS1513,M101,MAJOR EN CIENCIAS AMBIENTALES,10.0
330793,2016,1,"['RII4001', 'FIS1513', 'MAT1630', 'ICH2304', 'TTF089', 'FIS1523']","[6.1, 5.0, 4.5, 4.5, 6.2, 3.3]",4.863636363636363,110.0,6.4,2.7,LET0003,FIS1513,M101,MAJOR EN CIENCIAS AMBIENTALES,55.0
330793,2016,2,"['IIQ1003', 'ICM2313', 'ING2045', 'BIO141C', 'EAA203L']","[5.8, 5.6, 5.7, 5.5, 6.9]",4.8515151515151524,165.0,6.4,2.7,LET0003,FIS1513,M101,MAJOR EN CIENCIAS AMBIENTALES,50.0
